bundle_id,product_id,quantity
0cd9b33a-1202-48f1-a42e-a65b895b5e1f,d3bc1d17-fc4f-4d86-88f1-da5ae5892a61,3
0cd9b33a-1202-48f1-a42e-a65b895b5e1f,18dd02d8-30a3-44ec-8a8b-8e05b44a8281,1
0cd9b33a-1202-48f1-a42e-a65b895b5e1f,40dc9357-9854-4740-b38b-28014ef20121,1
674f503f-3410-4bd1-a351-2f19ac8d3ecf,fb183734-7489-4860-9b5a-f41e375398b5,1
674f503f-3410-4bd1-a351-2f19ac8d3ecf,1cc19b83-36f4-4908-bc2f-4b407884339a,2
674f503f-3410-4bd1-a351-2f19ac8d3ecf,1c4da786-14e4-4c04-94a6-a0c2c2b6687d,1
674f503f-3410-4bd1-a351-2f19ac8d3ecf,9051af0d-dd2b-44a4-bf7e-90524de0eb29,1
674f503f-3410-4bd1-a351-2f19ac8d3ecf,4a5329f9-bda1-4412-8345-3862af106616,1
701436ec-efb2-42a1-9182-44f944a0de2f,76f15470-0cde-4e2a-adea-552ebc5061de,1
701436ec-efb2-42a1-9182-44f944a0de2f,de854378-3cfe-4384-a386-b0e95898b5f5,1
701436ec-efb2-42a1-9182-44f944a0de2f,06003dda-82af-441a-97a9-e3f92e7ad8fb,1
3e301d56-2a8a-4dfb-9271-9fb91fbd681c,ba66bd56-dd43-40c8-8a8d-5c30d6a08e3c,1
3e301d56-2a8a-4dfb-9271-9fb91fbd681c,b3511a09-6599-40fc-9120-00b02392513a,1
3e301d56-2a8a-4dfb-9271-9fb91fbd681c,142d3358-2c14-453d-aaf7-29b943891a34,3
512c6c87-2265-46f1-ac40-657777f4a483,77ace0b0-b14f-4343-8596-211cc0def700,1
7adad53e-477d-49b7-9df0-038ced8c9380,480e184c-7dca-493c-851e-146c323cb03d,1
36156ae6-3a0e-4010-be18-6efb9e017717,e831cd51-665f-428c-8766-999194888ae0,2
36156ae6-3a0e-4010-be18-6efb9e017717,26c47762-8cb4-4ff2-bd23-cb3ca4747147,2
