reservationId,bundleId,userId,timeReserved,timeCollected,status
538c300f-eb75-4204-8f38-54022ab03cf2,0cd9b33a-1202-48f1-a42e-a65b895b5e1f,c4eb8ae6-cd1c-47ee-acec-16d3186789f7,2025-09-16T09:57:26.961177,2025-09-16T11:22:53.907683,COLLECTED
ee77e249-14ae-4356-8de9-3150242ede76,674f503f-3410-4bd1-a351-2f19ac8d3ecf,d79d279b-6b5d-48a2-b49a-34192aaed0b6,2025-11-08T12:47:57.427972,2025-11-08T14:51:51.640350,COLLECTED
3543c005-5047-4f74-b6da-69af9e7e1ed5,701436ec-efb2-42a1-9182-44f944a0de2f,b134670e-447a-48e4-b0a1-805abd791934,2025-08-10T14:34:49.780781,2025-08-10T17:26:24.197251,COLLECTED
425a4932-5385-4a99-878c-7badff8f89fb,3e301d56-2a8a-4dfb-9271-9fb91fbd681c,c8c7d98e-38cc-452a-85f5-aaeb60e43ceb,2025-07-07T11:12:47.727761,2025-07-07T13:23:57.361751,COLLECTED
e33bebc1-3cee-4741-b60b-9964635eb6e0,512c6c87-2265-46f1-ac40-657777f4a483,72411ad0-c9d1-452e-b541-625b803dda99,2025-02-04T19:42:12.771365,2025-02-04T21:50:32.652124,NO_SHOW
a7bfb6a1-f0a4-4a9b-88ed-674349a7a719,7adad53e-477d-49b7-9df0-038ced8c9380,3fb8ecd2-09f4-46b2-89bb-d7c31670b04c,2025-05-19T13:48:35.283787,2025-05-19T17:13:23.678309,COLLECTED
87d8ef6e-0fba-40e4-a4b7-3edc6e4aea01,b2b1869a-b901-416f-b8c7-0d856175da54,ff099876-fadc-473e-9c71-3b9bcf781744,2025-06-11T12:41:29.648269,2025-06-11T15:36:34.924358,COLLECTED
7104f04c-09a1-43cc-b72a-eed62dc0c00e,c767e909-5670-45b9-8ff2-5fa9be8276b2,38bdc608-2bd2-4673-a134-bfbc71bb7dae,2025-04-29T20:11:59.908671,2025-04-29T21:10:16.370733,COLLECTED
1f1f09af-d81e-49b8-ada2-7221aabaa475,b0bb4019-553e-40da-bcb5-b0ba73c1ffbf,ab21a6f3-a852-42d2-97eb-4a14d05425a7,2025-06-25T11:55:33.125147,2025-06-25T15:23:04.493008,COLLECTED
aa1810c9-56bb-43fb-bb4e-af4e2df99ce1,76595772-b821-4911-afc4-92ac33913073,90410f40-7b40-40ee-91e9-3519f1f03aee,2025-07-20T10:54:08.121461,2025-07-20T11:21:22.842688,COLLECTED
a3319fd7-9f3e-4cf7-abdc-e85f59facd53,eef5b9ae-36e2-441e-b630-abf14f2b7d3c,232bea06-0922-42fc-a8fc-59e1a52a97f7,2025-10-19T12:11:44.113331,2025-10-19T14:15:08.559686,COLLECTED
3931744a-3272-42dd-9b18-6a742646fbe0,c18d62c3-8bfb-4da3-aa9a-982260ce3019,87153983-50de-4b10-8eab-5e58012f71e2,2025-05-25T20:39:32.532120,2025-05-25T21:30:00.043644,COLLECTED
f1834d55-b009-44d1-8b92-d994dee124a5,f1e35537-b487-4dd2-9b3b-c359bf459c68,15962eb4-e666-4481-8222-6c588d4aee40,2025-08-22T19:07:49.865030,2025-08-22T20:01:32.667404,COLLECTED
2b5b98e8-44d7-4d60-8827-c0e5bf2cf4a7,00377f4f-3b87-46f6-a650-73a9ba71f44d,b184ca70-1c90-4fe5-a479-9e25ddffa248,2025-03-28T15:47:47.402469,2025-03-28T16:06:09.407444,NO_SHOW
d0aa1c92-98fa-425b-b183-5cbe36148fe4,923e5799-8826-41b0-acc5-25e5d6158bf3,e9ade865-d1df-49af-9070-d5ceebfe63a0,2025-10-18T10:26:36.138064,2025-10-18T12:44:02.146820,COLLECTED
d3709686-d3ed-4e97-a872-3210e31e7a8f,eb7936c3-8a15-4f05-976a-7495314f008b,3dcae7f9-2591-4322-bedd-db7ffbee31d9,2025-07-23T06:44:34.915542,2025-07-23T08:50:13.373355,COLLECTED
d37966e7-8f71-4c5a-acc5-c9b5ab0da4d8,d6272679-196e-4b34-8038-c8970dca4ac8,b1eddb4f-f330-4453-b60b-040f9cf13c62,2025-06-18T15:11:22.825699,2025-06-18T20:57:21.210758,COLLECTED
ac337fa2-5a46-4dfe-bfd1-d43577dcd492,0cee1da8-f870-4dbe-864c-ab2b515dcbb0,e9ade865-d1df-49af-9070-d5ceebfe63a0,2025-07-27T10:49:39.869492,2025-07-27T11:54:43.350812,COLLECTED
69292fc6-8807-4f88-b473-56d7d2807345,db02ed93-0a87-4522-939c-d61148908ab4,568af656-2762-499e-80a1-a1bc5e7b7a24,2025-10-08T10:22:38.697052,2025-10-08T10:40:07.444642,COLLECTED
01ed42e9-c656-426b-af45-57df8aa3284d,b5947354-5314-42c5-9643-d774bd1d95de,af58bff8-c367-40f8-89fe-2f3e9abb7e08,2025-12-09T16:42:53.384184,2025-12-09T21:57:05.202747,COLLECTED
97d43b99-66a5-4f5c-bae8-6c8402639ccf,a7b9def2-32d1-4fa9-ac45-f5cf13df5853,feb07d6d-f203-4743-9e37-53308af704ea,2025-09-22T11:51:29.298568,2025-09-22T16:47:14.647688,COLLECTED
9e1d099a-349b-43f6-8bbf-b0415469f12f,737c6dd7-9452-45d2-b27a-2914ea9ae92a,ca75f37f-5c1f-4539-baee-8141e0a72598,2025-03-30T14:49:33.028303,2025-03-30T15:30:07.926316,COLLECTED
c30efe16-0017-4df4-a44d-b961e9ee8b0f,30a8577a-19be-4e8a-ba06-1d7ad467b26f,6e955041-8941-494f-80a8-020a7f4cc453,2025-06-20T14:25:40.820012,2025-06-20T15:26:55.669378,COLLECTED
f69eb1ad-9bbe-4082-998c-e32d039853ff,ba3ad03a-9b59-443f-89c4-c6a6e6a2459a,80bbdea1-e732-49fb-8fd9-9205dfd9f340,2025-07-07T16:28:27.590012,2025-07-07T17:15:37.125902,COLLECTED
62af751f-3e8d-416f-ad70-3e2370a83734,fa8a6c25-5413-4c31-bf8e-9007ed368ba9,e98c7137-9166-42bd-880a-a12180eb0861,2025-05-19T11:05:28.847601,2025-05-19T17:06:32.537334,COLLECTED
ab74a1b5-8c40-41a8-94c5-cf72211799ba,d7b2e36a-4db5-4b06-b9f9-6993c51e5f23,38bdc608-2bd2-4673-a134-bfbc71bb7dae,2025-05-01T13:33:22.074521,2025-05-01T15:18:21.013123,COLLECTED
5be4ff61-52fd-47ba-89ca-b885475b9335,9cabadd4-d7a5-4428-b5dd-c060e35bee07,53da8491-400d-4e96-b3a4-d57510a6fea1,2025-09-15T11:49:59.345681,2025-09-15T12:57:20.323462,COLLECTED
e4aa8d29-4ea9-486d-b4c5-598bf42c4a74,b0445a27-46c4-4b96-b36f-9a44f536d741,65f76e9d-1022-4f03-b2e1-d3a907fd2f72,2025-11-05T15:32:32.265557,2025-11-05T17:24:17.029119,COLLECTED
580792d0-b88f-43af-9c17-2b90e9ba0535,1f9e3a10-ab20-4889-b749-fd4b35ecf5ce,86a93ee3-b8e1-4801-9a90-e1d097074821,2025-03-03T18:40:24.650563,2025-03-03T21:12:27.021420,COLLECTED
c67ff41b-3ff7-47b1-8a19-518d21741092,b4a7dc3a-7565-4665-bddd-7bf11f867271,d3d9c1db-eb43-4a42-979e-1e6acf6d1dd7,2025-06-05T19:40:10.837199,2025-06-05T20:01:51.222727,NO_SHOW
deb80ccb-9e15-48d2-ad01-d3f19cd80744,65e5c99e-17b9-4c44-bfd7-1eb8157f8d06,6c16c7e1-ce96-4ecf-b92e-82cf59ec1ee8,2025-10-16T15:31:05.148443,2025-10-16T18:47:20.818197,COLLECTED
6f96007f-6904-45b5-92f5-310ee4c5768a,3e48e0bd-c810-4409-a409-942288edf7ff,e2afa309-a8ff-48f4-a7c5-f42159a29737,2025-04-04T18:59:53.715137,2025-04-04T20:32:29.018540,COLLECTED
4d0bc25a-6c01-4849-99a5-57d34e4e1bb0,0aca4906-1088-497a-9aa1-5bb0da9547d5,af58bff8-c367-40f8-89fe-2f3e9abb7e08,2025-06-09T10:22:36.111693,2025-06-09T10:49:42.951291,COLLECTED
b2d3e4c6-3b84-47e3-a0f9-b630b2cf7599,d96e8eaf-0d50-4165-ba5c-b74ee90cc06d,32643f6e-7b36-45fc-be5c-8062e5cd64fc,2025-09-29T12:32:53.798709,2025-09-29T13:12:54.707156,COLLECTED
fc1bea5c-8518-40d7-b324-45d459bc04d3,299c7fb7-1f5a-41ad-84d6-5dba43fa309c,62b57d0b-eafd-4cd3-b118-fa9601a0467d,2025-04-16T11:37:02.897151,2025-04-16T12:11:43.186287,COLLECTED
1bd2241b-cb19-46e4-8476-a7137c5a7885,c73204df-6b54-487f-8a10-61720e8cb848,83b1a443-813a-44f8-a662-fa0e92dd08b3,2025-12-11T18:57:59.963643,2025-12-11T21:26:37.280775,COLLECTED
4422b697-6f62-4afa-a911-5e1c3321c743,7e46fe5c-451a-42ff-91f9-d51465284e7b,8458c2bf-b8bb-48b2-9789-5050c26fd027,2025-08-15T19:21:05.245973,2025-08-15T20:57:49.963325,COLLECTED
854d14bb-72de-4dbf-abb1-6816b00140d3,e78b757e-0d3a-43a5-9ebb-5b94e5fedb57,cd369bda-2f1c-488a-b78f-18233e1bb2aa,2025-03-21T18:50:29.734544,2025-03-21T21:13:13.366810,NO_SHOW
21fdff84-d0b8-407c-90ef-86577b298e57,a6b922f2-7639-49ba-be57-4a64fffdadfc,169f4507-be5e-4a32-add9-6f60aa238531,2025-06-03T11:21:46.773115,2025-06-03T13:00:05.093004,COLLECTED
553a12ae-d732-4f98-943f-3c5aea1be1f9,73fb027e-539a-4993-be51-5c453bb00f17,9388d7e0-ee9d-4de5-bb89-ed3ff7fb2d85,2025-12-03T13:17:27.673249,2025-12-03T19:50:18.700374,COLLECTED
7c10cd51-cb82-4e18-97cc-df0a1ef52433,d018e578-5d82-41c8-a20c-fbbe6ea281fe,076c62a1-18b2-497a-a33c-248a9a53f909,2025-03-18T09:00:55.923101,2025-03-18T13:05:47.722228,COLLECTED
242082fe-b639-4fe9-a3b9-4e36de4feb91,211eb4a9-a4bd-4909-bdfe-47f3e3c3ebe3,3e8ac7b7-0e2e-4d0d-bf8f-88e8a388b263,2025-05-15T20:35:17.056193,2025-05-15T21:58:20.767898,COLLECTED
88c998ec-61cf-4631-938d-7212aa58037e,d6144140-d8f8-413d-b184-d817b4e45ba9,e9080abf-9d40-44ce-b549-0014913b565f,2025-03-26T20:25:35.693402,2025-03-26T21:01:01.234706,COLLECTED
29615526-7a37-4f9e-9ff9-216bbdf0bf1e,95014fb6-ce04-4762-aa43-b0ee7fcd94f1,d8b0c0fa-71f3-4cb6-becf-9b460ab869b7,2026-01-14T09:26:47.591176,2026-01-14T14:08:09.283056,NO_SHOW
baefe6b5-21df-4a92-84e4-dc6e4d77addd,7360f89e-17ae-4dce-aea0-a2075bad2778,78d349f2-39d1-4e43-8698-5d6090b1948b,2025-06-25T20:03:00.510622,2025-06-25T21:25:44.722790,COLLECTED
94613c51-231e-4ce7-82b7-640d839be012,dd7800d5-9abf-4116-9324-57e97b5d13c6,df2b0081-d33e-4f4a-882a-c448e49c92fe,2025-06-22T19:03:32.403915,2025-06-22T21:34:43.848411,COLLECTED
9385410c-fa07-49c4-a7ce-15655545998c,8e0bb5fb-40b1-43ba-9bcf-8f1c78c36733,ab21a6f3-a852-42d2-97eb-4a14d05425a7,2025-11-27T19:32:42.814463,2025-11-27T21:41:07.348390,COLLECTED
34acbcaf-2329-48b3-b5f2-9bfeffbb12e8,528c774f-1c74-4d8f-9b7c-281ec069a6c5,ab21a6f3-a852-42d2-97eb-4a14d05425a7,2025-04-09T17:26:12.845882,2025-04-09T21:39:30.524801,COLLECTED
43c50706-de92-4090-adb0-20cf8c9f6363,f5b43838-53a4-42ca-983c-4b351ea8001f,b0b89ac8-ebeb-4100-90be-3790c6d8d32b,2025-12-31T19:39:35.453958,2025-12-31T20:23:58.385756,COLLECTED
3d67a9ad-b830-4b0f-876a-546a63a1b9e5,82c39eaf-4864-4d76-8a9a-07051c7dc695,7bc2a542-6288-4d09-9ec7-33cb2b050111,2025-11-14T18:24:25.366340,2025-11-14T19:06:34.751482,NO_SHOW
5ce45e1c-43d5-422a-b31c-3096601cb86d,72142958-93af-4314-aa65-39972b7ae85d,15c050ab-1c5b-43bb-adf3-c0295634d547,2025-05-20T13:47:24.397696,2025-05-20T15:43:13.886558,COLLECTED
5d84c2d7-4f62-4948-ab09-a93bbb4d1994,578ff9ea-ce95-40fe-8275-1ee340cd9e46,8a7e0719-5d74-4938-a52c-bfa595328be7,2025-03-13T18:39:55.696332,2025-03-13T19:12:40.346999,NO_SHOW
2eabb8a5-619e-494f-a48a-15cf08c8e93e,84eae96c-510d-4eee-9a6e-fcca4596e14c,086dc84c-d64a-49a4-bae8-dd26aac91cc7,2025-03-07T19:44:53.376966,2025-03-07T21:48:37.051332,COLLECTED
aed5d1a9-36e4-4097-aac2-30c82a350662,d6d460db-b198-4834-9002-f4a0d33d4136,86a93ee3-b8e1-4801-9a90-e1d097074821,2025-09-29T10:04:06.129467,2025-09-29T11:11:24.190669,COLLECTED
a85d2476-e0aa-48a7-8a6b-03d6a4da9305,31e537de-8c79-4366-a9d8-17ab21b63b8c,01db3ec8-2a8e-48ce-bdc4-dbfe1e470742,2025-05-30T08:39:23.327901,2025-05-30T11:54:38.890472,COLLECTED
58d0a61e-efce-4181-b3aa-8214fdc65e95,ad4576d9-7669-4188-af69-87c6870f01ce,cd369bda-2f1c-488a-b78f-18233e1bb2aa,2025-12-15T12:25:20.665319,2025-12-15T13:31:39.253321,COLLECTED
0e338aa9-03d1-4472-87f8-d54c0718ea03,5a6d4bc2-dd58-4887-9c61-900b49185193,31f1c13e-8054-4eff-93bc-e9052c41092b,2025-03-22T19:09:01.275399,2025-03-22T20:35:12.585039,COLLECTED
f8056a99-6845-4a3b-be56-ab4d0df5ba8e,3647e2de-e621-4151-8078-5b6534fe0741,62b57d0b-eafd-4cd3-b118-fa9601a0467d,2026-01-06T18:40:23.844007,2026-01-06T20:32:59.899409,COLLECTED
1eb37ea0-4acf-4cdc-ad21-ee14d8a3ded3,e82cf154-24d6-4301-a533-0c3a7d9ce0b2,b27e349c-bc50-4f7d-bd3b-59258697cbf9,2025-03-10T16:55:31.852124,2025-03-10T19:41:11.650440,COLLECTED
16428a78-97cd-45a3-8c07-891b7336123c,52c96d11-4d3c-419c-b663-c45b0a072871,af58bff8-c367-40f8-89fe-2f3e9abb7e08,2026-01-08T11:26:32.110260,2026-01-08T12:45:13.933997,COLLECTED
0286637c-de93-4b01-bf9f-0e8cc98b8017,77864307-f723-4245-a3a4-592d07d577c7,06a97170-f4cd-44d3-bace-995f321e4360,2025-08-06T09:05:36.078177,2025-08-06T18:10:09.456267,COLLECTED
3695c946-e2ee-41c2-b879-01a35d576c86,0b4c31c5-c22d-4213-a4ab-c9bb62a06d94,75949266-12d1-415a-bdaf-456ea9b92536,2025-12-21T13:32:17.113225,2025-12-21T14:33:53.247380,COLLECTED
fc26fe2d-1d17-4c1b-884e-403407cb2c07,8a8ab85a-3fab-4cec-a85d-b3967f08bbcd,f279b4fb-eee9-4bb1-aff6-58d287d3523a,2025-09-06T17:52:07.691722,2025-09-06T18:32:23.329528,COLLECTED
906f47a3-f0b2-49c6-a118-a23e06c86f80,834a530d-daf2-4386-9587-6e2496ed5229,c4eb8ae6-cd1c-47ee-acec-16d3186789f7,2025-10-01T09:09:43.880105,2025-10-01T11:00:23.190976,COLLECTED
22209790-a9cb-40ed-a7b1-b7a2ba5bd7a2,eae9ea4c-3c31-416b-8688-0b53c550aa74,65cdedd5-2670-400d-be1b-c7ff8dc777fb,2025-04-02T20:55:42.279418,2025-04-02T21:44:54.312065,COLLECTED
b5ab1856-82f3-4936-9afd-370ea2d339a9,dcbc9309-b27b-418f-b1cd-181812d81f02,a22f3182-d00c-444b-bb6b-bf06c3358104,2025-08-04T18:03:51.989526,2025-08-04T19:29:08.077036,COLLECTED
566597dd-f635-4797-9a6f-b9f263161cc0,6efc24d0-e8a2-459b-9db5-6f2fe938ee58,fbe6ee4e-d4e2-42e2-a033-a1c465bc8b9e,2025-04-19T10:16:38.495675,2025-04-19T11:20:24.355830,COLLECTED
817d74d6-c24d-4941-9cf3-dda3f0e79024,7e35b3f4-ec2b-4795-8a4c-372cc341b0a5,915ffaa5-f318-48f8-b88f-5c305892b755,2025-11-15T11:30:06.995814,2025-11-15T14:51:44.475695,COLLECTED
2b47da5b-091e-473d-bffb-0c08cbf3d61f,27be610e-0157-4e5a-a119-84c69c36888e,e3c65c11-3969-4b71-b158-35fff69d4e12,2025-08-28T12:26:33.809062,2025-08-28T15:04:18.657840,COLLECTED
5e786402-f6a9-4deb-8fe3-80f9223b9cf1,eefd77e0-bad7-4624-8475-a42825379651,232bea06-0922-42fc-a8fc-59e1a52a97f7,2025-02-04T15:33:09.568757,2025-02-04T19:41:35.653610,COLLECTED
b7a30bf8-051b-4cc2-8120-f746dca23c1b,d242ddbe-50f9-4128-b5fb-546df8876768,ab93f631-dde9-4136-a63b-2e426302d1a9,2025-03-23T12:03:06.345767,2025-03-23T14:59:26.936627,COLLECTED
f43392f1-ba15-447d-a457-470d11903f94,280c63e7-13ec-4c70-8969-1bf2062bdad0,232c29f8-4dae-4197-a046-94e0410bf01f,2025-09-14T14:26:07.704748,2025-09-14T15:37:15.793320,COLLECTED
8fb99c32-29eb-40e5-a0b4-00ea82e26fed,8860021b-aff5-4958-ab0d-3ca5deb058c4,11fab130-7ef1-4e6b-9df3-6023227bcd23,2025-07-24T10:15:39.378820,2025-07-24T11:59:51.222737,COLLECTED
a9c0d328-bf92-40d2-89b0-8a1a587a34fc,6eb53058-d1f2-4e15-a841-b1ad43631030,0ed4286e-0293-4ff9-9bfc-62ae5102ca3a,2025-08-25T14:55:35.390815,2025-08-25T19:22:22.071948,COLLECTED
4919ad79-9a1d-488a-a69d-11f624cc3c30,abf1b2de-619f-4919-9e73-0f71a1b45b95,c72abd56-4fa7-4c78-81eb-72b73bbd5c73,2025-03-12T16:04:37.003290,2025-03-12T20:20:59.625619,NO_SHOW
5fa607f2-30f7-4fe7-9b3c-f9f682b818bf,a7031bac-d58d-4f88-bdff-c2a7e6c73c3d,3ca681e3-aa3b-4801-a95e-a6bfaa2466f5,2025-04-09T10:59:13.335711,2025-04-09T11:38:32.340959,COLLECTED
